CNPJ_FORN,CNPJ_AD,CNPJ_PDV,DT_VENDA,NR_DOCTO,TP_DOCTO,CD_PROD,QT_VDA,VL_VDA,CD_VENDEDOR,NR_LOTE,ANO_MES_VAL,DIA_VAL,TP_UNIDADE,IC_PED_SUGERIDO,VL_VDA_DOLAR,CD_CANAL,MOD_ENTREGA,CEP,CHAVE_NFE,NM_FILIAL,MOD_DOCTO,SERIE_DOCTO,ORIGEM_PEDIDO
"61087367000693","33821259000152","05438482000180","20210814","37242","N","7896353300941","00000004","00006.02","202","","","","","","","","","76908-617","","","","",""
"61087367000693","33821259000152","19070264000140","20210814","37247","N","7896353300941","00000003","00006.02","202","","","","","","","","","76900-285","","","","",""
"61087367000693","33821259000152","19070264000140","20210814","37247","N","7896353301184","00000005","00005.93","202","","","","","","","","","76900-285","","","","",""
"61087367000693","33821259000152","07228582000298","20210814","37190","N","7896353300941","00000006","00006.02","204","","","","","","","","","76916-000","","","","",""
"61087367000693","33821259000152","07228582000298","20210814","37190","N","7896353301184","00000002","00005.93","204","","","","","","","","","76916-000","","","","",""
"61087367000693","33821259000152","07228582000107","20210814","37191","N","7896353301184","00000012","00005.93","204","","","","","","","","","76930-000","","","","",""
"61087367000693","33821259000152","06225524000167","20210814","37194","N","7896353301184","00000006","00005.93","204","","","","","","","","","76963-655","","","","",""
"61087367000693","33821259000152","13730459000192","20210814","37196","N","7896353301184","00000003","00005.93","204","","","","","","","","","76974-000","","","","",""
"61087367000693","33821259000152","03772481000141","20210814","37198","N","7896353301184","00000002","00005.93","204","","","","","","","","","76980-000","","","","",""
"61087367000693","33821259000152","08309987000132","20210814","37200","N","7896353301184","00000012","00006.07","204","","","","","","","","","76970-000","","","","",""
"61087367000693","33821259000152","02821369000190","20210814","37204","N","7896353301184","00000003","00005.93","204","","","","","","","","","78995-000","","","","",""
"61087367000693","33821259000152","00842655000107","20210814","37207","N","7896353301184","00000002","00005.93","204","","","","","","","","","76960-970","","","","",""
"61087367000693","33821259000152","00842655000107","20210814","37207","N","7896353301191","00000001","00006.61","204","","","","","","","","","76960-970","","","","",""
"61087367000693","33821259000152","36279736000198","20210814","37209","N","7896353301184","00000003","00005.93","204","","","","","","","","","76984-141","","","","",""
"61087367000693","33821259000152","36279736000198","20210814","37209","N","7896353301702","00000001","00014.45","204","","","","","","","","","76984-141","","","","",""
"61087367000693","33821259000152","36279736000198","20210814","37209","N","7896353301818","00000001","00019.50","204","","","","","","","","","76984-141","","","","",""
"61087367000693","33821259000152","08113183000163","20210814","37214","N","7896353300941","00000003","00006.02","204","","","","","","","","","76963-893","","","","",""
"61087367000693","33821259000152","35723379000142","20210814","37284","N","7896353301184","00000006","00005.93","210","","","","","","","","","76860-000","","","","",""
"61087367000693","33821259000152","17245530000100","20210814","37249","N","7896353301191","00000003","00006.61","210","","","","","","","","","76861-000","","","","",""
"61087367000693","33821259000152","11293526000123","20210814","37250","N","7896353301566","00000001","00016.76","210","","","","","","","","","76860-000","","","","",""
"61087367000693","33821259000152","11293526000123","20210814","37250","N","7896353301573","00000001","00016.76","210","","","","","","","","","76860-000","","","","",""
"61087367000693","33821259000152","26473358000125","20210814","37252","N","7896353301184","00000002","00005.93","210","","","","","","","","","76861-000","","","","",""
"61087367000693","33821259000152","07861367000149","20210814","37255","N","7896353301184","00000024","00005.89","202","","","","","","","","","76868-000","","","","",""
"61087367000693","33821259000152","09515338000150","20210814","37259","N","7896353301184","00000002","00005.93","202","","","","","","","","","78948-000","","","","",""
"61087367000693","33821259000152","31229838000185","20210814","37267","N","7896353301184","00000006","00005.93","202","","","","","","","","","76867-000","","","","",""
"61087367000693","33821259000152","34746792000160","20210814","37270","N","7896353301184","00000003","00005.93","202","","","","","","","","","76890-000","","","","",""
"61087367000693","33821259000152","16101630000192","20210814","37271","N","7896353301184","00000004","00005.93","202","","","","","","","","","76890-000","","","","",""
"61087367000693","33821259000152","18675809000189","20210814","37221","N","7896353301665","00000012","00007.73","204","","","","","","","","","76983-350","","","","",""
"61087367000693","33821259000152","18675809000502","20210814","37222","N","7896353301184","00000024","00005.89","204","","","","","","","","","76980-022","","","","",""
"61087367000693","33821259000152","18675809000502","20210814","37222","N","7896353301191","00000012","00006.64","204","","","","","","","","","76980-022","","","","",""
"61087367000693","33821259000152","17864660000113","20210814","37224","N","7896353300941","00000012","00006.02","204","","","","","","","","","76974-000","","","","",""
"61087367000693","33821259000152","17864660000113","20210814","37224","N","7896353301184","00000024","00005.80","204","","","","","","","","","76974-000","","","","",""
"61087367000693","33821259000152","31982260000133","20210814","37225","N","7896353300941","00000012","00006.02","204","","","","","","","","","76974-000","","","","",""
"61087367000693","33821259000152","31982260000133","20210814","37225","N","7896353301184","00000024","00005.80","204","","","","","","","","","76974-000","","","","",""
"61087367000693","33821259000152","39566532000207","20210814","37226","N","7896353301566","00000004","00016.76","204","","","","","","","","","76929-000","","","","",""
"61087367000693","33821259000152","39566532000207","20210814","37226","N","7896353301573","00000004","00016.76","204","","","","","","","","","76929-000","","","","",""
"61087367000693","33821259000152","27240842000177","20210814","37277","N","7896353301184","00000010","00005.93","202","","","","","","","","","76900-239","","","","",""
"61087367000693","33821259000152","27240842000177","20210814","37277","N","7896353301191","00000005","00006.74","202","","","","","","","","","76900-239","","","","",""
"61087367000693","33821259000152","18675809000340","20210814","37228","N","7896353301184","00000006","00006.03","204","","","","","","","","","76985-464","","","","",""
"61087367000693","33821259000152","18675809000260","20210814","37230","N","7896353301184","00000008","00006.03","204","","","","","","","","","76980-214","","","","",""
"61087367000693","33821259000152","18675809000260","20210814","37230","N","7896353301191","00000003","00006.71","204","","","","","","","","","76980-214","","","","",""
"61087367000693","33821259000152","14166199000137","20210814","36975","N","7896353301184","-0000005","00005.93","101","","","","","","","","","76824-126","","","","",""
"61087367000693","33821259000152","13558460000181","20210814","36977","N","7896353301184","-0000006","00005.93","101","","","","","","","","","76800-000","","","","",""
"61087367000693","33821259000152","04240370002877","20210814","36999","N","7896353300941","-0000012","00006.10","204","","","","","","","","","76821-302","","","","",""
"61087367000693","33821259000152","04240370002877","20210814","36999","N","7896353301184","-0000024","00005.87","204","","","","","","","","","76821-302","","","","",""
"61087367000693","33821259000152","04240370002877","20210814","36999","N","7896353301191","-0000024","00005.20","204","","","","","","","","","76821-302","","","","",""
